seated	VVN	seat
it	PP	it
considers	VVZ	consider
that	IN/that	that
common	JJ	common
to	TO	to
all	DT	all
of	IN	of
the	DT	the
relevant	JJ	relevant
provisions	NNS	provision
of	IN	of
international	JJ	international
law	NN	law
it	PP	it
the	DT	the
concept	NN	concept
of	IN	of
differential	JJ	differential
treatment	NN	treatment
between	IN	between
persons	NNS	person
belonging	VVG	belong
to	TO	to
different	JJ	different
groups	NNS	group
it	PP	it
observed	VVD	observe
in	IN	in
this	DT	this
connection	NN	connection
that	IN/that	that
the	DT	the
existence	NN	existence
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
is	VBZ	be
not	RB	not
at	IN	at
issue	NN	issue
therefore	RB	therefore
in	IN	in
the	DT	the
Court	NP	Court
'	POS	'
s	NNS	s
view	VVP	view
differential	JJ	differential
treatment	NN	treatment
of	IN	of
Palestinian	NP	Palestinian
can	MD	can
give	VV	give
R	NN	R
to	TO	to
discrimination	NN	discrimination
in	IN	in
order	NN	order
to	TO	to
answer	VV	answer
a	DT	a
the	DT	the
court	NN	court
first	RB	first
examines	VVZ	examine
the	DT	the
effects	NNS	effect
that	IN/that	that
Israel	NP	Israel
'	POS	'
s	JJ	s
residence	NN	residence
permit	NN	permit
policy	NN	policy
in	IN	in
East	NP	East
Jerusalem	NP	Jerusalem
has	VHZ	have
on	IN	on
Palestinians	NNS	Palestinian
in	IN	in
territory	NN	territory
the	DT	the
court	NN	court
then	RB	then
turned	VVD	turn
to	TO	to
the	DT	the
restrictions	NNS	restriction
by	IN	by
Israel	NP	Israel
on	IN	on
the	DT	the
movement	NN	movement
of	IN	of
Palestinians	NPS	Palestinians
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
finally	RB	finally
it	PP	it
examines	VVZ	examine
Israel	NP	Israel
practice	NN	practice
of	IN	of
demolition	NN	demolition
of	IN	of
Palestinian	JJ	Palestinian
properties	NNS	property
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
in	IN	in
East	NP	East
Jerusalem	NP	Jerusalem
both	CC	both
with	IN	with
regard	NN	regard
to	TO	to
the	DT	the
practice	NN	practice
of	IN	of
punitive	JJ	punitive
Demolition	NN	demolition
and	CC	and
demolitions	NNS	demolition
for	IN	for
lack	NN	lack
of	IN	of
a	DT	a
building	NN	building
permit	VV	permit
the	DT	the
court	NN	court
n	NN	n
notes	VVZ	note
that	IN/that	that
in	IN	in
that	DT	that
connection	NN	connection
that	IN/that	that
it	PP	it
'	POS	'
s	NN	S
reported	VVD	report
that	IN/that	that
almost	RB	almost
11	CD	@card@
,	,	,
000	CD	@card@
Palestinian	JJ	Palestinian
structures	NNS	structure
have	VHP	have
been	VBN	be
demolished	VVN	demolish
since	IN	since
2009	CD	@card@
the	DT	the
court	NN	court
concludes	VVZ	conclude
from	IN	from
the	DT	the
evidence	NN	evidence
presented	VVN	present
to	TO	to
it	PP	it
and	CC	and
on	IN	on
the	DT	the
basis	NN	basis
of	IN	of
its	PP$	its
analysis	NN	analysis
that	IN/that	that
a	DT	a
broad	JJ	broad
array	NN	array
of	IN	of
legislation	NN	legislation
adopted	VVD	adopt
and	CC	and
measures	NNS	measure
taken	VVN	take
by	IN	by
Israel	NP	Israel
in	IN	in
its	PP$	its
capacity	NN	capacity
as	IN	as
an	DT	an
occupying	JJ	occupying
power	NN	power
treat	NN	treat
Palestinians	NNS	Palestinian
differently	RB	differently
on	IN	on
grounds	NNS	ground
specified	VVN	specify
by	IN	by
international	JJ	international
law	NN	law
the	DT	the
court	NN	court
notes	VVZ	note
that	IN/that	that
this	DT	this
differentiation	NN	differentiation
of	IN	of
treatment	NN	treatment
cannot	MD	can
be	VB	be
justified	VVN	justify
with	IN	with
reference	NN	reference
to	TO	to
reasonable	JJ	reasonable
and	CC	and
objective	JJ	objective
criteria	NNS	criterion
nor	CC	nor
to	TO	to
a	DT	a
legitimate	JJ	legitimate
public	JJ	public
aim	NN	aim
accordingly	RB	accordingly
the	DT	the
court	NN	court
is	VBZ	be
of	IN	of
the	DT	the
view	NN	view
that	IN/that	that
the	DT	the
regime	NN	regime
of	IN	of
comprehensive	JJ	comprehensive
restrictions	NNS	restriction
imposed	VVN	impose
by	IN	by
Israel	NP	Israel
on	IN	on
Palestinian	NP	Palestinian
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
constitute	VVP	constitute
systematic	JJ	systematic
discrimination	NN	discrimination
based	VVN	base
on	RB	on
on	IN	on
inter	VV	inter
area	NN	area
race	NN	race
religion	NN	religion
or	CC	or
ethnic	JJ	ethnic
origin	NN	origin
in	IN	in
violation	NN	violation
of	IN	of
Article	NP	Article
2	CD	@card@
paragraph	NN	paragraph
1	CD	@card@
and	CC	and
26	CD	@card@
of	IN	of
the	DT	the
iccpr	NN	iccpr
Article	NP	Article
2	CD	@card@
paragraph	NN	paragraph
2	CD	@card@
of	IN	of
the	DT	the
iccr	NN	iccr
and	CC	and
Article	NP	Article
2	CD	@card@
of	IN	of
third	JJ	third
a	DT	a
number	NN	number
of	IN	of
participants	NNS	participant
have	VHP	have
argued	VVN	argue
that	IN/that	that
Israel	NP	Israel
'	POS	'
s	NN	S
policies	NNS	policy
and	CC	and
territory	NN	territory
amount	NN	amount
to	TO	to
segregation	NN	segregation
or	CC	or
aparti	NN	aparti
in	IN	in
breach	NN	breach
of	IN	of
article	NN	article
three	CD	three
of	IN	of
thir	NN	thir
article	NN	article
three	CD	three
of	IN	of
third	JJ	third
provides	VVZ	provide
as	RB	as
follows	VVZ	follow
I	PP	I
quote	VV	quote
States	NPS	States
parties	NNS	party
particularly	RB	particularly
condemn	VV	condemn
racial	JJ	racial
segregation	NN	segregation
and	CC	and
aparte	NN	aparte
and	CC	and
undertake	VV	undertake
to	TO	to
prevent	VV	prevent
prohibit	VV	prohibit
and	CC	and
and	CC	and
eradicate	VV	eradicate
all	DT	all
practices	NNS	practice
of	IN	of
this	DT	this
nature	NN	nature
in	IN	in
territories	NNS	territory
under	IN	under
their	PP$	their
jurisdiction	NN	jurisdiction
this	DT	this
provision	NN	provision
refers	VVZ	refer
to	TO	to
two	CD	two
particularly	RB	particularly
severe	JJ	severe
forms	NNS	form
ofal	JJ	ofal
of	IN	of
racial	JJ	racial
discrimination	NN	discrimination
racial	JJ	racial
segregation	NN	segregation
and	CC	and
aparti	NN	aparti
the	DT	the
court	NN	court
observed	VVD	observe
that	IN/that	that
Israel	NP	Israel
'	POS	'
s	NN	S
legislation	NN	legislation
and	CC	and
measures	NNS	measure
imposed	VVD	impose
and	CC	and
uh	UH	uh
serve	VV	serve
to	TO	to
maintain	VV	maintain
a	DT	a
near	JJ	near
complete	JJ	complete
separation	NN	separation
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
East	NP	East
Jerusalem	NP	Jerusalem
between	IN	between
the	DT	the
settler	NN	settler
and	CC	and
Palestinian	JJ	Palestinian
communities	NNS	community
for	IN	for
this	DT	this
reason	NN	reason
the	DT	the
court	NN	court
considers	VVZ	consider
that	IN/that	that
Israel	NP	Israel
'	POS	'
s	NN	S
legislation	NN	legislation
and	CC	and
measures	NNS	measure
constitute	VVP	constitute
a	DT	a
breach	NN	breach
of	IN	of
article	NN	article
three	CD	three
of	IN	of
s	NNS	s
having	VHG	have
found	VVN	find
that	IN/that	that
Israel	NP	Israel
settlement	NN	settlement
policy	NN	policy
its	PP$	its
acts	NNS	act
of	IN	of
annexation	NN	annexation
and	CC	and
its	PP$	its
measures	NNS	measure
are	VBP	be
in	IN	in
breach	NN	breach
of	IN	of
international	JJ	international
law	NN	law
the	DT	the
court	NN	court
turned	VVD	turn
to	TO	to
the	DT	the
aspect	NN	aspect
of	IN	of
question	NN	question
a	DT	a
that	WDT	that
inquires	VVZ	inquire
as	RB	as
to	TO	to
the	DT	the
effects	NNS	effect
of	IN	of
Israel	NP	Israel
'	POS	'
s	NN	S
policies	NNS	policy
and	CC	and
practices	NNS	practice
on	IN	on
the	DT	the
exercise	NN	exercise
of	IN	of
the	DT	the
inan	JJ	inan
people	NNS	people
'	POS	'
s	NN	S
right	NN	right
to	TO	to
self	JJ	self
-	NN	-
determination	NN	determination
the	DT	the
court	NN	court
has	VHZ	have
already	RB	already
affirmed	VVN	affirm
in	IN	in
its	PP$	its
whole	JJ	whole
opinion	NN	opinion
the	DT	the
existence	NN	existence
of	IN	of
the	DT	the
right	NN	right
of	IN	of
the	DT	the
self	JJ	self
-	NN	-
determination	NN	determination
in	IN	in
the	DT	the
present	JJ	present
proceedings	NNS	proceeding
the	DT	the
court	NN	court
first	RB	first
determined	VVD	determine
the	DT	the
scope	NN	scope
of	IN	of
this	DT	this
right	NN	right
and	CC	and
then	RB	then
examines	VVZ	examine
the	DT	the
effects	NNS	effect
if	IN	if
any	DT	any
that	DT	that
Israel	NP	Israel
'	POS	'
s	NN	S
policies	NNS	policy
and	CC	and
practices	NNS	practice
have	VHP	have
on	IN	on
exercise	NN	exercise
in	IN	in
light	NN	light
of	IN	of
its	PP$	its
analysis	NN	analysis
the	DT	the
quote	NN	quote
is	VBZ	be
of	IN	of
the	DT	the
view	NN	view
that	IN/that	that
the	DT	the
prolonged	JJ	prolonged
character	NN	character
of	IN	of
Israel	NP	Israel
'	POS	'
s	JJ	s
unlawful	JJ	unlawful
policies	NNS	policy
and	CC	and
practices	NNS	practice
aggravates	VVZ	aggravate
their	PP$	their
violation	NN	violation
of	IN	of
the	DT	the
right	NN	right
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
self	NN	self
-	NN	-
determination	NN	determination
as	IN	as
a	DT	a
consequence	NN	consequence
of	IN	of
Israel	NP	Israel
'	POS	'
s	NN	S
policies	NNS	policy
and	CC	and
practices	NNS	practice
which	WDT	which
span	VVP	span
decades	NNS	decade
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
has	VHZ	have
been	VBN	be
deprived	VVN	deprive
of	IN	of
its	PP$	its
right	NN	right
to	TO	to
self	JJ	self
-	NN	-
determination	NN	determination
over	IN	over
a	DT	a
long	JJ	long
period	NN	period
and	CC	and
further	JJR	further
prolongation	NN	prolongation
of	IN	of
these	DT	these
policies	NNS	policy
and	CC	and
practices	NNS	practice
undermines	VVZ	undermine
the	DT	the
exercise	NN	exercise
of	IN	of
this	DT	this
right	NN	right
in	IN	in
the	DT	the
future	NN	future
for	IN	for
these	DT	these
reasons	NNS	reason
the	DT	the
court	NN	court
is	VBZ	be
of	IN	of
the	DT	the
view	NN	view
that	IN/that	that
Israel	NP	Israel
'	POS	'
s	JJ	s
unlawful	JJ	unlawful
policies	NNS	policy
and	CC	and
practices	NNS	practice
are	VBP	be
in	IN	in
breach	NN	breach
of	IN	of
Israel	NP	Israel
'	POS	'
s	JJ	s
obligation	NN	obligation
to	TO	to
respect	VV	respect
the	DT	the
right	NN	right
of	IN	of
the	DT	the
self	JJ	self
-	NN	-
determination	NN	determination
the	DT	the
manner	NN	manner
in	RP	in
in	IN	in
which	WDT	which
these	DT	these
policies	NNS	policy
affect	VVP	affect
the	DT	the
legal	JJ	legal
status	NN	status
of	IN	of
the	DT	the
occupation	NN	occupation
and	CC	and
thereby	RB	thereby
the	DT	the
legality	NN	legality
of	IN	of
the	DT	the
continued	JJ	continued
presence	NN	presence
of	IN	of
Israel	NP	Israel
in	IN	in
the	DT	the
occupied	JJ	occupied
territory	NN	territory
is	VBZ	be
discussed	VVN	discuss
later	RBR	later
I	PP	I
shall	MD	shall
now	RB	now
continue	VV	continue
reading	VVG	read
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
opinion	NN	opinion
in	IN	in
French	NP	French
the	DT	the
court	NN	court
then	RB	then
turns	VVZ	turn
to	TO	to
the	DT	the
first	JJ	first
part	NN	part
of	IN	of
question	NN	question
B	NN	B
on	IN	on
which	WDT	which
the	DT	the
general	JJ	general
assembly	NN	assembly
requested	VVD	request
its	PP$	its
opinion	NN	opinion
and	CC	and
examines	VVZ	examine
whether	IN	whether
and	CC	and
if	IN	if
so	RB	so
the	DT	the
matter	NN	matter
in	IN	in
which	WDT	which
the	DT	the
policies	NNS	policy
and	CC	and
practices	NNS	practice
of	IN	of
Israel	NP	Israel
have	VHP	have
affected	VVN	affect
the	DT	the
legal	JJ	legal
status	NN	status
of	IN	of
the	DT	the
occupation	NN	occupation
in	IN	in
light	NN	light
of	IN	of
the	DT	the
relevant	JJ	relevant
rules	NNS	rule
and	CC	and
principles	NNS	principle
of	IN	of
international	JJ	international
law	NN	law
it	PP	it
begins	VVZ	begin
by	IN	by
fur	NN	fur
further	RBR	further
determining	VVG	determine
the	DT	the
scope	NN	scope
of	IN	of
the	DT	the
first	JJ	first
part	NN	part
of	IN	of
question	NN	question
B	NN	B
posed	VVN	pose
by	IN	by
the	DT	the
general	JJ	general
assembly	NN	assembly
in	IN	in
this	DT	this
regard	NN	regard
the	DT	the
court	NN	court
considers	VVZ	consider
that	IN/that	that
the	DT	the
first	JJ	first
part	NN	part
of	IN	of
question	NN	question
B	NN	B
posed	VVN	pose
by	IN	by
the	DT	the
general	JJ	general
assembly	NN	assembly
is	VBZ	be
not	RB	not
whether	IN	whether
the	DT	the
policies	NNS	policy
and	CC	and
practices	NNS	practice
of	IN	of
Israel	NP	Israel
affect	VVP	affect
the	DT	the
legal	JJ	legal
status	NN	status
of	IN	of
the	DT	the
occupation	NN	occupation
as	IN	as
such	JJ	such
rather	RB	rather
the	DT	the
court	NN	court
is	VBZ	be
of	IN	of
the	DT	the
view	NN	view
that	IN/that	that
the	DT	the
scope	NN	scope
of	IN	of
the	DT	the
first	JJ	first
part	NN	part
of	IN	of
the	DT	the
second	JJ	second
question	NN	question
concerns	NNS	concern
the	DT	the
manner	NN	manner
in	IN	in
which	WDT	which
Israel	NP	Israel
'	POS	'
s	JJ	s
Israel	NP	Israel
as	IN	as
an	DT	an
occupying	JJ	occupying
power	NN	power
in	IN	in
the	DT	the
territory	NN	territory
this	DT	this
legality	NN	legality
is	VBZ	be
to	TO	to
be	VB	be
determined	VVN	determine
under	IN	under
the	DT	the
rules	NNS	rule
and	CC	and
principles	NNS	principle
of	IN	of
General	NP	General
international	JJ	international
law	NN	law
including	VVG	include
those	DT	those
of	IN	of
the	DT	the
charter	NN	charter
of	IN	of
the	DT	the
United	NP	United
Nations	NPS	Nations
the	DT	the
court	NN	court
has	VHZ	have
determined	VVN	determine
that	IN/that	that
Israeli	JJ	Israeli
policies	NNS	policy
and	CC	and
practices	NNS	practice
and	CC	and
the	DT	the
manner	NN	manner
in	IN	in
which	WDT	which
they	PP	they
are	VBP	be
implemented	VVN	implement
and	CC	and
applied	VVN	apply
on	IN	on
the	DT	the
ground	NN	ground
have	VHP	have
significant	JJ	significant
effects	NNS	effect
on	IN	on
the	DT	the
legal	JJ	legal
status	NN	status
of	IN	of
the	DT	the
of	IN	of
the	DT	the
occupation	NN	occupation
through	IN	through
the	DT	the
extension	NN	extension
of	IN	of
Israeli	JJ	Israeli
sovereignity	NN	sovereignity
to	TO	to
certain	JJ	certain
parts	NNS	part
of	IN	of
the	DT	the
occupied	JJ	occupied
territory	NN	territory
their	PP$	their
gradual	JJ	gradual
annexation	NN	annexation
to	TO	to
Israeli	JJ	Israeli
territory	NN	territory
the	DT	the
exercise	NN	exercise
of	IN	of
Israeli	JJ	Israeli
governmental	JJ	governmental
functions	NNS	function
and	CC	and
the	DT	the
application	NN	application
of	IN	of
it	PP	it
its	PP$	its
domestic	JJ	domestic
laws	NNS	law
therein	RB	therein
as	RB	as
well	RB	well
as	IN	as
through	IN	through
the	DT	the
transfer	NN	transfer
of	IN	of
a	DT	a
great	JJ	great
number	NN	number
of	IN	of
its	PP$	its
own	JJ	own
Nationals	NNS	national
to	TO	to
those	DT	those
parts	NNS	part
of	IN	of
the	DT	the
territory	NN	territory
and	CC	and
impeding	VVG	impede
the	DT	the
exercise	NN	exercise
of	IN	of
the	DT	the
right	NN	right
to	TO	to
self	JJ	self
-	NN	-
determination	NN	determination
of	IN	of
the	DT	the
people	NNS	people
the	DT	the
court	NN	court
is	VBZ	be
of	IN	of
the	DT	the
view	NN	view
that	IN/that	that
Israel	NP	Israel
'	POS	'
s	JJ	s
assertion	NN	assertion
of	IN	of
sovereignity	NN	sovereignity
and	CC	and
its	PP$	its
annexation	NN	annexation
of	IN	of
certain	JJ	certain
parts	NNS	part
of	IN	of
the	DT	the
territory	NN	territory
constitute	VVP	constitute
a	DT	a
violation	NN	violation
of	IN	of
the	DT	the
prohibition	NN	prohibition
of	IN	of
the	DT	the
acquisition	NN	acquisition
of	IN	of
territory	NN	territory
by	IN	by
force	NN	force
this	DT	this
violation	NN	violation
has	VHZ	have
a	DT	a
direct	JJ	direct
impact	NN	impact
on	IN	on
the	DT	the
legality	NN	legality
of	IN	of
israeli	NP	Israeli
'	POS	'
s	JJ	s
continued	JJ	continued
presence	NN	presence
as	IN	as
an	DT	an
occupying	JJ	occupying
power	NN	power
in	IN	in
the	DT	the
territory	NN	territory
the	DT	the
court	NN	court
considers	VVZ	consider
that	IN/that	that
Israel	NP	Israel
is	VBZ	be
not	RB	not
entitled	VVN	entitle
to	TO	to
sovereignity	NN	sovereignity
over	RP	over
or	CC	or
to	TO	to
exercise	VV	exercise
sovereign	JJ	sovereign
powers	NNS	power
in	IN	in
any	DT	any
part	NN	part
of	IN	of
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
on	IN	on
account	NN	account
of	IN	of
its	PP$	its
occupation	NN	occupation
nor	CC	nor
can	MD	can
Israel	NP	Israel
'	POS	'
s	JJ	s
security	NN	security
concerns	NNS	concern
override	VV	override
the	DT	the
principle	NN	principle
of	IN	of
the	DT	the
territory	NN	territory
by	IN	by
force	NN	force
the	DT	the
court	NN	court
further	RBR	further
observes	VVZ	observe
that	IN/that	that
the	DT	the
effects	NNS	effect
of	IN	of
Israel	NP	Israel
'	POS	'
s	NN	S
policies	NNS	policy
and	CC	and
practices	NNS	practice
discussed	VVD	discuss
earlier	RBR	earlier
and	CC	and
its	PP$	its
exercise	NN	exercise
of	IN	of
sovereignity	NN	sovereignity
over	IN	over
certain	JJ	certain
parts	NNS	part
of	IN	of
the	DT	the
occupied	JJ	occupied
territory	NN	territory
particularly	RB	particularly
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
East	NP	East
J	NP	J
Jerusalem	NP	Jerusalem
constitute	VVP	constitute
an	DT	an
obstruction	NN	obstruction
to	TO	to
the	DT	the
exercise	NN	exercise
by	IN	by
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
of	IN	of
its	PP$	its
right	NN	right
to	TO	to
self	JJ	self
-	NN	-
determination	NN	determination
the	DT	the
effects	NNS	effect
of	IN	of
these	DT	these
policies	NNS	policy
and	CC	and
practices	NNS	practice
include	VVP	include
Israel	NP	Israel
'	POS	'
s	JJ	s
annexation	NN	annexation
of	IN	of
parts	NNS	part
of	IN	of
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
the	DT	the
fragmentation	NN	fragmentation
of	IN	of
this	DT	this
territory	NN	territory
undermining	VVG	undermine
its	PP$	its
Integrity	NN	integrity
the	DT	the
deprivation	NN	deprivation
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
of	IN	of
the	DT	the
enjoyment	NN	enjoyment
of	IN	of
the	DT	the
natural	JJ	natural
resources	NNS	resource
of	IN	of
the	DT	the
territory	NN	territory
and	CC	and
its	PP$	its
impairment	NN	impairment
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
'	POS	'
s	NN	S
right	NN	right
to	TO	to
pursue	VV	pursue
its	PP$	its
economic	JJ	economic
social	JJ	social
and	CC	and
cultural	JJ	cultural
development	NN	development
the	DT	the
above	RB	above
described	VVN	describe
effects	NNS	effect
of	IN	of
Israel	NP	Israel
'	POS	'
s	NN	S
policies	NNS	policy
and	CC	and
practices	NNS	practice
resulting	VVG	result
inter	VV	inter
Alia	NP	Alia
in	IN	in
the	DT	the
prolonged	JJ	prolonged
deprivation	NN	deprivation
of	IN	of
the	DT	the
self	JJ	self
-	NN	-
determination	NN	determination
constitute	VVP	constitute
a	DT	a
breach	NN	breach
of	IN	of
this	DT	this
fundamental	JJ	fundamental
right	NN	right
this	DT	this
breach	NN	breach
has	VHZ	have
a	DT	a
direct	JJ	direct
impact	NN	impact
on	IN	on
the	DT	the
legality	NN	legality
of	IN	of
Israel	NP	Israel
'	POS	'
s	JJ	s
presence	NN	presence
as	IN	as
an	DT	an
territory	NN	territory
the	DT	the
court	NN	court
is	VBZ	be
of	IN	of
the	DT	the
view	NN	view
that	IN/that	that
occupation	NN	occupation
can	MD	can
not	RB	not
be	VB	be
used	VVN	use
in	IN	in
such	PDT	such
a	DT	a
manner	NN	manner
as	RB	as
to	TO	to
leave	VV	leave
indefinitely	RB	indefinitely
the	DT	the
occupied	JJ	occupied
Pol	NP	Pol
population	NN	population
in	IN	in
a	DT	a
state	NN	state
of	IN	of
suspension	NN	suspension
and	CC	and
uncertainty	NN	uncertainty
denying	VVG	deny
them	PP	them
the	DT	the
right	NN	right
to	TO	to
self	JJ	self
-	NN	-
determination	NN	determination
while	IN	while
integrating	VVG	integrate
parts	NNS	part
of	IN	of
their	PP$	their
territory	NN	territory
into	IN	into
the	DT	the
occupying	JJ	occupying
power	NN	power
'	POS	'
s	JJ	s
own	JJ	own
territory	NN	territory
the	DT	the
court	NN	court
considers	VVZ	consider
that	IN/that	that
the	DT	the
existence	NN	existence
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
'	POS	'
s	NN	S
right	NN	right
to	TO	to
self	JJ	self
-	NN	-
determination	NN	determination
cannot	MD	can
be	VB	be
subject	JJ	subject
to	TO	to
conditions	NNS	condition
on	IN	on
the	DT	the
part	NN	part
of	IN	of
the	DT	the
occupying	JJ	occupying
power	NN	power
in	IN	in
view	NN	view
of	IN	of
its	PP$	its
character	NN	character
as	IN	as
an	DT	an
inalienable	JJ	inalienable
right	NN	right
in	IN	in
light	NN	light
of	IN	of
the	DT	the
forgoing	VVG	forgo
the	DT	the
court	NN	court
turns	VVZ	turn
to	TO	to
the	DT	the
examination	NN	examination
of	IN	of
the	DT	the
legality	NN	legality
of	IN	of
the	DT	the
continued	JJ	continued
presence	NN	presence
of	IN	of
Israel	NP	Israel
in	IN	in
violations	NNS	violation
by	IN	by
Israel	NP	Israel
of	IN	of
the	DT	the
prohibition	NN	prohibition
of	IN	of
the	DT	the
acquisition	NN	acquisition
of	IN	of
territory	NN	territory
by	IN	by
force	NN	force
and	CC	and
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
'	POS	'
s	NN	S
right	NN	right
to	TO	to
self	JJ	self
-	NN	-
determination	NN	determination
have	VHP	have
a	DT	a
direct	JJ	direct
impact	NN	impact
on	IN	on
the	DT	the
legality	NN	legality
of	IN	of
the	DT	the
continued	JJ	continued
presence	NN	presence
of	IN	of
Israel	NP	Israel
as	IN	as
an	DT	an
occupying	JJ	occupying
power	NN	power
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
the	DT	the
sustained	JJ	sustained
abuse	NN	abuse
by	IN	by
Israel	NP	Israel
of	IN	of
its	PP$	its
position	NN	position
as	IN	as
an	DT	an
occupying	JJ	occupying
power	NN	power
through	IN	through
annexation	NN	annexation
and	CC	and
an	DT	an
assertion	NN	assertion
of	IN	of
permanent	JJ	permanent
territory	NN	territory
and	CC	and
continued	JJ	continued
frustration	NN	frustration
of	IN	of
the	DT	the
right	NN	right
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
to	TO	to
self	JJ	self
-	NN	-
determination	NN	determination
violates	VVZ	violate
fundamental	JJ	fundamental
principles	NNS	principle
of	IN	of
international	JJ	international
law	NN	law
and	CC	and
res	NN	res
renders	VVZ	render
Israel	NP	Israel
'	POS	'
s	JJ	s
presence	NN	presence
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
un	NNS	un
lawful	JJ	lawful
this	DT	this
illegality	NN	illegality
relates	VVZ	relate
to	TO	to
the	DT	the
entirety	NN	entirety
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
territory	NN	territory
occupied	VVN	occupy
by	IN	by
Israel	NP	Israel
in	IN	in
1967	CD	@card@
this	DT	this
is	VBZ	be
the	DT	the
territorial	JJ	territorial
unit	NN	unit
across	IN	across
which	WDT	which
Israel	NP	Israel
has	VHZ	have
imposed	VVN	impose
policies	NNS	policy
and	CC	and
practices	NNS	practice
to	TO	to
fragment	VV	fragment
and	CC	and
frustrate	VV	frustrate
the	DT	the
ability	NN	ability
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
to	TO	to
exer	NN	exer
exercise	VV	exercise
its	PP$	its
right	NN	right
to	TO	to
self	JJ	self
-	NN	-
determination	NN	determination
and	CC	and
over	IN	over
large	JJ	large
suedes	NNS	suede
of	IN	of
which	WDT	which
it	PP	it
has	VHZ	have
extended	VVN	extend
Israeli	JJ	Israeli
sovereignity	NN	sovereignity
in	IN	in
violation	NN	violation
of	IN	of
international	JJ	international
law	NN	law
the	DT	the
entirety	NN	entirety
of	IN	of
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
is	VBZ	be
also	RB	also
the	DT	the
territory	NN	territory
in	IN	in
relation	NN	relation
to	TO	to
which	WDT	which
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
should	MD	should
be	VB	be
able	JJ	able
to	TO	to
exercise	VV	exercise
its	PP$	its
right	NN	right
to	TO	to
self	JJ	self
-	NN	-
determination	NN	determination
the	DT	the
Integrity	NN	integrity
of	IN	of
which	WDT	which
must	MD	must
be	VB	be
respected	VVN	respect
responding	VVG	respond
to	TO	to
an	DT	an
argument	NN	argument
made	VVN	make
by	IN	by
a	DT	a
few	JJ	few
participants	NNS	participant
the	DT	the
court	NN	court
observes	VVZ	observe
that	IN/that	that
the	DT	the
OSU	NP	OSU
Accords	NPS	Accord
do	VVP	do
not	RB	not
permit	VV	permit
Israel	NP	Israel
to	TO	to
Annex	NP	Annex
parts	NNS	part
of	IN	of
the	DT	the
occupied	JJ	occupied
pal	NN	pal
Palestinian	JJ	Palestinian
territory	NN	territory
in	IN	in
order	NN	order
to	TO	to
meet	VV	meet
its	PP$	its
security	NN	security
needs	NNS	need
nor	CC	nor
do	VVP	do
they	PP	they
authorize	VV	authorize
Israel	NP	Israel
to	TO	to
maintain	VV	maintain
a	DT	a
permanent	JJ	permanent
presence	NN	presence
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
for	IN	for
such	JJ	such
security	NN	security
needs	VVZ	need
the	DT	the
court	NN	court
emphasizes	VVZ	emphasize
that	IN/that	that
the	DT	the
conclusion	NN	conclusion
that	IN/that	that
Israel	NP	Israel
'	POS	'
s	JJ	s
continued	JJ	continued
territory	NN	territory
is	VBZ	be
illegal	JJ	illegal
does	VVZ	do
not	RB	not
release	VV	release
it	PP	it
from	IN	from
its	PP$	its
obligations	NNS	obligation
and	CC	and
responsibilities	NNS	responsibility
under	IN	under
international	JJ	international
law	NN	law
particularly	RB	particularly
the	DT	the
law	NN	law
of	IN	of
occupation	NN	occupation
obligations	NNS	obligation
and	CC	and
respons	NNS	respons
possibilities	NNS	possibility
towards	IN	towards
the	DT	the
pal	NN	pal
Palestinian	JJ	Palestinian
population	NN	population
and	CC	and
towards	IN	towards
other	JJ	other
states	NNS	state
in	IN	in
respect	NN	respect
of	IN	of
the	DT	the
